timestamp,open,high,low,close,volume,close_time,quote_asset_volume,number_of_trades,taker_buy_base_asset_volume,taker_buy_quote_asset_volume,ignore
2023-05-01 01:30:00,29239.20,29250.00,28333.00,28488.30,69090.858,1682906399999,1982908489.69812,432006,29377.480,842579262.97010,0
2023-05-01 02:00:00,28488.20,28666.00,28392.50,28567.80,25567.688,1682908199999,730294252.79120,203287,12769.588,364812737.24800,0
2023-05-01 02:30:00,28567.80,28624.00,28510.00,28535.00,8575.696,1682909999999,245083620.55070,90792,3516.479,100509871.29960,0
2023-05-01 03:00:00,28535.00,28584.30,28420.00,28573.10,12593.520,1682911799999,358978980.11260,116812,6372.835,181691319.95600,0
2023-05-01 03:30:00,28573.00,28576.70,28525.00,28545.60,4950.027,1682913599999,141329263.81440,60994,2500.454,71392972.68240,0
2023-05-01 04:00:00,28545.60,28577.30,28491.00,28530.10,5506.125,1682915399999,157111300.52590,60930,2820.538,80493688.52300,0
2023-05-01 04:30:00,28530.10,28544.80,28470.10,28543.70,5152.604,1682917199999,146876660.13960,57702,2455.398,69996016.19160,0
2023-05-01 05:00:00,28543.70,28620.00,28518.40,28532.80,8697.938,1682918999999,248564547.53370,89816,4298.608,122847299.46860,0
2023-05-01 05:30:00,28532.80,28535.00,28200.00,28468.00,25798.377,1682920799999,732598240.94761,200728,11360.985,322708489.56500,0
2023-05-01 06:00:00,28467.90,28542.40,28435.60,28541.90,7587.420,1682922599999,216145970.85276,80360,4441.502,126541948.91656,0
2023-05-01 06:30:00,28542.00,28587.30,28522.50,28578.00,5157.315,1682924399999,147231443.32410,64893,2764.828,78935510.84760,0
2023-05-01 07:00:00,28578.00,28700.00,28559.80,28644.10,14362.941,1682926199999,411274375.89120,135372,7984.799,228646693.89300,0
2023-05-01 07:30:00,28644.00,28650.80,28579.20,28610.00,5728.518,1682927999999,163915279.82690,69888,2275.400,65110389.76540,0
2023-05-01 08:00:00,28609.90,28616.80,28529.90,28582.40,5810.859,1682929799999,166031455.34700,62896,2437.790,69656366.23530,0
2023-05-01 08:30:00,28582.30,28600.00,28537.40,28561.40,4027.121,1682931599999,115056444.92790,48077,2059.581,58849218.80500,0
2023-05-01 09:00:00,28561.40,28659.20,28540.60,28587.90,5540.123,1682933399999,158436028.33040,63669,3133.822,89622872.08460,0
2023-05-01 09:30:00,28588.00,28602.00,28473.50,28511.70,8153.313,1682935199999,232619774.59760,83096,3543.639,101107328.38950,0
2023-05-01 10:00:00,28511.70,28550.90,28497.10,28524.80,3879.458,1682936999999,110645713.53920,48825,2044.926,58328452.93190,0
2023-05-01 10:30:00,28524.90,28549.70,28464.60,28537.90,3986.782,1682938799999,113659384.26140,57726,2033.640,57984771.02530,0
2023-05-01 11:00:00,28537.80,28571.50,28485.50,28533.60,4740.613,1682940599999,135221796.37060,59362,2207.086,62963377.41250,0
2023-05-01 11:30:00,28533.60,28559.40,28493.10,28510.60,3323.715,1682942399999,94817810.35100,44546,1679.200,47905594.69760,0
2023-05-01 12:00:00,28510.60,28567.00,28426.30,28562.20,8602.292,1682944199999,245105382.51280,86031,4170.683,118867498.50160,0
2023-05-01 12:30:00,28562.20,28596.50,28535.10,28581.40,5855.925,1682945999999,167312768.29830,70584,3062.437,87502536.70980,0
2023-05-01 13:00:00,28581.40,28597.10,28533.00,28582.90,3851.641,1682947799999,110028786.85760,51969,1935.259,55286225.34290,0
2023-05-01 13:30:00,28582.80,28618.00,28425.00,28445.40,11717.409,1682949599999,334095544.16990,140297,5481.301,156321578.74130,0
2023-05-01 14:00:00,28445.40,28565.00,28300.00,28468.40,24815.786,1682951399999,705884200.44552,212475,12527.481,356443525.50506,0
2023-05-01 14:30:00,28468.40,28516.80,28404.80,28462.50,8125.653,1682953199999,231202118.34030,104156,4203.211,119602218.98980,0
2023-05-01 15:00:00,28462.50,28479.60,28060.00,28099.10,43472.397,1682954999999,1227346374.17783,311866,18502.727,522454754.26190,0
2023-05-01 15:30:00,28099.20,28199.10,28052.10,28158.30,23738.523,1682956799999,667926774.54710,213754,11639.379,327505836.17840,0
2023-05-01 16:00:00,28158.50,28261.00,28000.00,28106.50,25542.007,1682958599999,718453858.65710,203580,11772.036,331221554.40770,0
2023-05-01 16:30:00,28106.50,28383.90,28106.50,28350.50,17967.846,1682960399999,507820101.02296,155516,10596.112,299482220.82696,0
2023-05-01 17:00:00,28350.40,28402.30,28150.00,28169.50,16617.488,1682962199999,470197162.64890,131206,6849.377,193908919.55830,0
2023-05-01 17:30:00,28169.60,28320.00,28147.80,28266.20,9816.906,1682963999999,277237960.72040,100778,5370.321,151664566.54220,0
2023-05-01 18:00:00,28266.10,28279.10,28164.70,28199.90,6117.840,1682965799999,172670458.18160,72318,2643.263,74597543.28990,0
2023-05-01 18:30:00,28199.90,28200.00,28066.00,28161.80,10811.793,1682967599999,304149024.20144,125603,5279.185,148513374.56080,0
2023-05-01 19:00:00,28161.80,28179.60,27780.00,28003.10,43568.116,1682969399999,1216856361.47349,290797,20199.437,564154380.07720,0
2023-05-01 19:30:00,28003.10,28023.70,27808.00,27833.90,18440.204,1682971199999,514718961.78100,185881,9204.602,256920511.90270,0
2023-05-01 20:00:00,27833.90,27950.00,27736.40,27836.00,16650.046,1682972999999,463559864.59162,169273,8182.625,227847192.81560,0
2023-05-01 20:30:00,27836.00,27925.80,27650.00,27663.70,17726.026,1682974799999,492220686.92860,176631,8414.291,233687044.39190,0
2023-05-01 21:00:00,27663.70,27880.00,27657.80,27873.80,10252.199,1682976599999,284917177.00240,118789,5732.784,159307957.39270,0
2023-05-01 21:30:00,27873.80,28073.00,27864.60,27975.30,12578.042,1682978399999,351992264.86098,115144,6973.941,195157845.21428,0
2023-05-01 22:00:00,27975.20,28033.90,27922.70,27960.90,5583.823,1682980199999,156201102.74300,78119,2648.963,74111159.25570,0
2023-05-01 22:30:00,27960.80,28143.00,27929.40,28001.80,10882.165,1682981999999,305100350.66584,117214,5658.724,158679262.00274,0
2023-05-01 23:00:00,28001.70,28127.70,27988.60,28080.90,7170.770,1682983799999,201341010.27420,96711,3759.726,105560750.84400,0
2023-05-01 23:30:00,28081.00,28119.90,28044.00,28054.40,4189.739,1682985599999,117661069.26060,59840,1632.128,45840524.01330,0
2023-05-02 00:00:00,28054.50,28068.80,27963.50,28065.30,9212.343,1682987399999,258036259.96420,95714,3963.942,111042629.97170,0
2023-05-02 00:30:00,28065.30,28131.90,28007.00,28033.00,5695.245,1682989199999,159910778.54560,79027,3063.062,86008801.12540,0
2023-05-02 01:00:00,28033.00,28070.00,27990.30,28033.70,3713.070,1682990999999,104076933.58920,54055,1634.724,45822324.28220,0
2023-05-02 01:30:00,28033.70,28083.40,27899.70,27927.20,9032.668,1682992799999,252732955.97418,89535,4013.084,112307151.90860,0
2023-05-02 02:00:00,27927.20,28027.50,27913.10,27947.60,5242.087,1682994599999,146603619.86370,78781,2758.861,77160226.58010,0
2023-05-02 02:30:00,27947.70,28005.00,27931.60,28000.00,3331.628,1682996399999,93190412.72800,52499,1839.988,51470055.45130,0
2023-05-02 03:00:00,28000.00,28013.20,27916.20,27933.90,3546.552,1682998199999,99158390.96390,49272,1786.023,49938478.21830,0
2023-05-02 03:30:00,27933.80,28038.00,27916.00,28031.90,4567.497,1682999999999,127871068.26090,62581,2547.408,71317804.07180,0
2023-05-02 04:00:00,28031.90,28035.20,27943.10,27962.00,2991.590,1683001799999,83749180.61500,41765,1191.902,33368411.15640,0
2023-05-02 04:30:00,27962.10,27984.00,27901.00,27916.90,4050.468,1683003599999,113182768.18010,47677,1762.153,49248562.76520,0
2023-05-02 05:00:00,27916.90,27959.30,27854.00,27937.30,6378.390,1683005399999,178061914.59480,67451,2916.932,81439368.07320,0
2023-05-02 05:30:00,27937.30,28006.30,27918.00,27987.20,3802.163,1683007199999,106362122.26930,48060,2211.250,61858158.81020,0
2023-05-02 06:00:00,27987.20,28024.10,27951.50,27969.60,4239.858,1683008999999,118677756.07140,59635,2077.079,58143108.29750,0
2023-05-02 06:30:00,27969.50,28003.90,27960.80,27983.40,2475.254,1683010799999,69271010.24880,34431,1522.894,42622476.48530,0
2023-05-02 07:00:00,27983.30,28158.00,27974.70,28056.80,11473.247,1683012599999,322163610.91724,108869,6707.133,188330479.77454,0
2023-05-02 07:30:00,28056.70,28064.70,28000.10,28045.00,4457.287,1683014399999,124938296.35070,59924,1791.334,50212774.24990,0
2023-05-02 08:00:00,28045.10,28121.80,28044.30,28052.20,6255.851,1683016199999,175687689.09310,82099,3066.155,86109338.39960,0
2023-05-02 08:30:00,28052.10,28072.80,28002.50,28017.80,3925.430,1683017999999,110049325.85330,55721,1734.073,48614793.81530,0
2023-05-02 09:00:00,28017.80,28060.00,27921.60,27949.50,8448.448,1683019799999,236444123.01698,75725,3464.325,96970945.15290,0
2023-05-02 09:30:00,27949.50,28021.30,27931.20,27970.00,6034.630,1683021599999,168802165.78780,64091,3208.175,89746738.00560,0
2023-05-02 10:00:00,27970.00,28008.00,27953.10,27968.70,3215.789,1683023399999,89974565.15390,42479,1751.274,49004092.76670,0
2023-05-02 10:30:00,27968.60,28036.00,27968.60,28001.10,3224.720,1683025199999,90328855.12200,44795,1813.247,50789432.11690,0
2023-05-02 11:00:00,28001.10,28090.00,28001.10,28045.50,4845.988,1683026999999,135920684.75460,52137,2958.033,82961365.05650,0
2023-05-02 11:30:00,28045.50,28076.80,28013.90,28076.10,3225.878,1683028799999,90465756.78810,46274,1494.963,41929074.99090,0
2023-05-02 12:00:00,28076.20,28086.90,27981.50,28029.80,3805.804,1683030599999,106704204.34380,54201,1718.428,48182895.70980,0
2023-05-02 12:30:00,28029.90,28250.00,28023.10,28095.70,19037.896,1683032399999,535757030.18267,164477,10492.944,295324604.12637,0
2023-05-02 13:00:00,28095.70,28129.70,28023.00,28048.40,7348.251,1683034199999,206302827.77010,82686,3463.231,97246310.07280,0
2023-05-02 13:30:00,28048.30,28090.50,27917.90,27994.90,14213.560,1683035999999,397833614.68748,145324,6630.859,185623430.59500,0
2023-05-02 14:00:00,27994.90,28544.00,27900.00,28484.60,52090.201,1683037799999,1469201457.45133,348543,29497.877,832406663.74513,0
2023-05-02 14:30:00,28484.60,28624.80,28280.20,28357.90,65040.293,1683039599999,1851686672.29446,419128,31081.603,885060070.35610,0
2023-05-02 15:00:00,28357.90,28590.00,28250.40,28493.80,30644.991,1683041399999,871003824.37846,243634,16098.331,457548686.07346,0
2023-05-02 15:30:00,28493.80,28778.00,28366.10,28521.10,39389.666,1683043199999,1125940297.18447,299448,20237.783,578638022.30861,0
2023-05-02 16:00:00,28521.00,28608.20,28430.90,28529.60,19782.586,1683044999999,563958949.95300,176703,9676.734,275871225.90820,0
2023-05-02 16:30:00,28529.70,28592.00,28427.20,28457.10,9503.036,1683046799999,270805305.93040,120147,4510.146,128547997.80860,0
2023-05-02 17:00:00,28457.10,28547.80,28412.00,28481.70,8878.282,1683048599999,252785982.21360,111744,4378.934,124684674.30660,0
2023-05-02 17:30:00,28481.70,28584.40,28456.50,28569.70,7550.814,1683050399999,215424364.25980,106696,3839.851,109552183.66630,0
2023-05-02 18:00:00,28569.70,28700.00,28522.40,28582.50,12654.273,1683052199999,361924357.98310,142552,6297.216,180142624.05370,0
2023-05-02 18:30:00,28582.50,28780.00,28553.40,28707.30,17117.979,1683053999999,491155404.51370,173281,9095.069,260970881.39090,0
2023-05-02 19:00:00,28707.30,28888.00,28652.00,28789.00,22515.470,1683055799999,648264368.15919,211234,12041.143,346732897.21249,0
2023-05-02 19:30:00,28788.90,28810.00,28633.10,28676.40,12131.381,1683057599999,348442929.54520,139876,5501.909,158043460.98180,0
2023-05-02 20:00:00,28676.50,28720.70,28620.90,28691.20,7905.692,1683059399999,226627353.61370,106490,4207.625,120632275.37450,0
2023-05-02 20:30:00,28691.20,28779.00,28644.00,28661.50,6601.882,1683061199999,189534458.11360,88691,3382.316,97121770.59710,0
2023-05-02 21:00:00,28661.60,28661.60,28600.60,28635.30,4306.149,1683062999999,123302656.96230,60060,2021.868,57899182.32730,0
2023-05-02 21:30:00,28635.40,28686.00,28601.00,28649.60,3297.403,1683064799999,94450797.16630,55850,1707.803,48921260.11810,0
2023-05-02 22:00:00,28649.60,28758.30,28639.00,28756.00,8289.250,1683066599999,237988592.20140,88467,5049.033,144966010.02660,0
2023-05-02 22:30:00,28755.90,28820.00,28706.30,28727.00,8863.178,1683068399999,254836264.99810,97422,4776.859,137357729.88820,0
2023-05-02 23:00:00,28727.00,28758.50,28640.00,28662.10,5289.467,1683070199999,151780256.80680,68871,2313.642,66398885.03380,0
2023-05-02 23:30:00,28662.20,28670.90,28618.00,28656.50,3902.684,1683071999999,111779197.69960,56161,1947.106,55770981.48890,0
2023-05-03 00:00:00,28656.40,28682.10,28540.60,28618.30,9702.945,1683073799999,277601505.26220,98188,4473.877,128012163.08940,0
2023-05-03 00:30:00,28618.20,28631.40,28468.00,28492.00,9481.038,1683075599999,270597308.09486,97434,3993.265,113979281.29710,0
2023-05-03 01:00:00,28492.10,28564.00,28472.00,28503.90,5993.423,1683077399999,170883652.55470,69066,3279.450,93504576.21140,0
2023-05-03 01:30:00,28503.90,28586.10,28488.20,28527.90,6450.288,1683079199999,184080121.95930,70443,3803.848,108566158.26970,0
2023-05-03 02:00:00,28527.90,28534.10,28324.40,28435.60,14671.999,1683080999999,416818315.48622,121910,6386.644,181425639.05240,0
2023-05-03 02:30:00,28435.60,28497.90,28430.70,28497.80,4404.426,1683082799999,125404415.66060,58237,2360.222,67200721.18770,0
2023-05-03 03:00:00,28497.80,28520.20,28433.00,28507.30,4444.997,1683084599999,126591170.14430,54642,2265.139,64517950.27250,0
2023-05-03 03:30:00,28507.40,28528.40,28460.10,28505.40,2959.507,1683086399999,84368298.86670,45030,1700.291,48472603.48290,0
2023-05-03 04:00:00,28505.50,28510.00,28451.00,28507.50,3655.273,1683088199999,104130290.88160,45567,1812.694,51642311.86640,0
2023-05-03 04:30:00,28507.40,28510.00,28407.30,28499.90,4707.757,1683089999999,134019391.28920,51841,2063.842,58766469.25050,0
2023-05-03 05:00:00,28500.00,28510.00,28450.50,28473.80,3170.203,1683091799999,90317206.33690,38137,1675.310,47731462.69120,0
2023-05-03 05:30:00,28473.90,28499.20,28444.50,28467.80,2636.307,1683093599999,75053129.88000,39969,1281.481,36484860.99130,0
2023-05-03 06:00:00,28467.90,28518.60,28420.00,28518.60,5229.435,1683095399999,148856390.42390,63149,2799.514,79700526.90510,0
2023-05-03 06:30:00,28518.60,28674.00,28503.00,28589.50,15074.981,1683097199999,431018966.61140,139078,8334.777,238300668.56890,0
2023-05-03 07:00:00,28589.50,28658.60,28568.40,28644.10,5427.180,1683098999999,155255380.92540,71451,2905.765,83134228.85560,0
2023-05-03 07:30:00,28644.10,28659.00,28606.90,28638.30,4276.296,1683100799999,122424377.76910,54414,2024.526,57961483.13260,0
2023-05-03 08:00:00,28638.40,28749.50,28572.90,28698.40,9624.898,1683102599999,275821803.62430,91337,5107.308,146418056.47490,0
2023-05-03 08:30:00,28698.50,28758.90,28646.40,28676.80,10330.739,1683104399999,296552555.10120,112913,5276.176,151477719.47060,0
2023-05-03 09:00:00,28676.70,28685.10,28615.10,28631.50,4935.507,1683106199999,141379794.58870,64804,2065.604,59168587.46130,0
2023-05-03 09:30:00,28631.50,28671.60,28590.00,28653.30,4150.294,1683107999999,118836578.03690,53199,2253.987,64546333.58690,0
2023-05-03 10:00:00,28653.30,28668.90,28594.60,28615.90,4406.372,1683109799999,126161035.69440,59596,1850.529,52989138.17890,0
2023-05-03 10:30:00,28615.80,28657.40,28545.00,28565.40,6409.755,1683111599999,183357428.53950,68664,2926.273,83726831.42230,0
2023-05-03 11:00:00,28565.40,28641.80,28534.20,28625.30,5956.055,1683113399999,170242774.56740,70767,3324.461,95038128.98170,0
2023-05-03 11:30:00,28625.20,28628.00,28515.00,28535.10,6467.585,1683115199999,184746206.89066,81670,2689.071,76820048.78250,0
2023-05-03 12:00:00,28535.00,28567.00,28440.00,28525.30,13288.344,1683116999999,378826048.46160,152667,6830.823,194748958.89090,0
2023-05-03 12:30:00,28525.30,28535.00,28220.00,28296.40,30879.432,1683118799999,875006794.01121,238098,14083.679,399033466.14370,0
2023-05-03 13:00:00,28296.30,28296.40,28115.40,28215.70,24818.581,1683120599999,700174363.81617,212692,12156.056,342954225.65240,0
2023-05-03 13:30:00,28215.60,28386.50,28200.10,28359.10,19800.656,1683122399999,560617827.89386,192863,10604.962,300268027.80156,0
2023-05-03 14:00:00,28359.10,28365.90,28215.00,28220.00,10721.448,1683124199999,303409964.95860,119826,4254.734,120416092.93080,0
2023-05-03 14:30:00,28220.00,28275.80,28080.00,28206.60,16277.608,1683125999999,458957740.61894,174391,7749.548,218570184.23370,0
2023-05-03 15:00:00,28206.60,28290.00,28130.20,28224.20,10997.495,1683127799999,310301148.78770,135487,5745.037,162113137.48140,0
2023-05-03 15:30:00,28224.20,28336.80,28209.80,28292.70,8288.373,1683129599999,234412182.91446,105691,4365.130,123460359.56526,0
2023-05-03 16:00:00,28292.60,28469.80,28230.10,28414.70,14241.041,1683131399999,403676358.48850,130602,8133.925,230614615.79090,0
2023-05-03 16:30:00,28414.70,28480.00,28320.10,28464.70,11958.939,1683133199999,339640947.14470,126349,6161.500,175032379.07970,0
2023-05-03 17:00:00,28464.80,28640.00,28391.20,28562.40,21018.149,1683134999999,599339968.96136,176871,11222.878,320029492.04436,0
2023-05-03 17:30:00,28562.30,28773.50,28394.10,28559.30,34275.785,1683136799999,981013658.41917,289836,17533.786,502004886.43711,0
2023-05-03 18:00:00,28559.20,28800.00,28458.70,28508.00,49166.700,1683138599999,1405433849.77016,388294,24255.004,693553762.46840,0
2023-05-03 18:30:00,28508.00,28599.50,28215.00,28429.20,55035.431,1683140399999,1564250217.19777,395477,26916.892,765147746.26946,0
2023-05-03 19:00:00,28429.30,28493.40,28200.00,28340.00,33141.313,1683142199999,939093434.44456,259339,17129.867,485444759.48590,0
2023-05-03 19:30:00,28339.90,28383.00,28275.00,28308.80,10871.835,1683143999999,308003075.59010,134806,5230.869,148211213.76850,0
2023-05-03 20:00:00,28308.80,28468.40,28288.00,28399.00,9456.982,1683145799999,268575300.20880,101747,5455.992,154955413.49690,0
2023-05-03 20:30:00,28399.00,28569.20,28267.30,28503.40,14897.609,1683147599999,423321349.02426,140423,7738.816,219973274.30946,0
2023-05-03 21:00:00,28503.50,29011.30,28501.30,28835.90,38503.310,1683149399999,1109011069.48194,285542,21307.457,613687938.96954,0
2023-05-03 21:30:00,28835.90,29051.90,28835.90,28915.00,21146.523,1683151199999,612326129.63301,205652,11434.341,331139644.18631,0
2023-05-03 22:00:00,28915.10,29258.40,28915.00,29169.00,34687.572,1683152999999,1009945660.54961,285010,19407.943,565075773.78551,0
2023-05-03 22:30:00,29169.00,29217.80,29073.00,29096.00,16404.052,1683154799999,478086814.39790,160860,7742.017,225650484.11010,0
2023-05-03 23:00:00,29096.10,29126.50,29000.90,29030.10,12158.755,1683156599999,353387211.57730,128522,5456.245,158600663.25140,0
2023-05-03 23:30:00,29030.10,29068.90,28932.60,29018.40,9863.037,1683158399999,285997197.30410,114881,4894.269,141926047.85700,0
2023-05-04 00:00:00,29018.40,29097.60,28980.00,29023.60,8731.441,1683160199999,253563758.38170,101647,4786.245,139004549.06130,0
2023-05-04 00:30:00,29023.60,29074.10,28938.50,29030.00,7206.379,1683161999999,209036726.06980,92487,3432.036,99569880.63710,0
2023-05-04 01:00:00,29030.00,29067.60,28962.20,28968.30,4551.107,1683163799999,132072644.72010,66110,2318.310,67284299.19340,0
2023-05-04 01:30:00,28968.40,29063.00,28968.30,29057.40,3861.751,1683165599999,112072965.00020,62009,2124.839,61663650.57460,0
2023-05-04 02:00:00,29057.40,29176.60,29024.70,29025.00,8777.279,1683167399999,255438858.46220,105421,4715.947,137262196.17320,0
2023-05-04 02:30:00,29025.00,29063.70,28979.70,29052.40,6143.473,1683169199999,178261382.55610,74908,3285.874,95352738.07430,0
2023-05-04 03:00:00,29052.30,29087.10,29025.00,29055.00,4883.363,1683170999999,141906500.68410,66216,2575.844,74853478.68470,0
2023-05-04 03:30:00,29055.00,29093.20,29000.00,29084.70,4672.889,1683172799999,135739088.69900,66608,2288.094,66476896.22360,0
2023-05-04 04:00:00,29084.70,29112.30,29061.00,29083.20,4370.253,1683174599999,127104537.94580,59045,2243.636,65259405.93390,0
2023-05-04 04:30:00,29083.20,29115.50,29050.30,29089.80,4289.773,1683176399999,124783509.31400,58569,2221.964,64635386.81210,0
2023-05-04 05:00:00,29089.80,29109.90,29044.00,29106.60,4107.664,1683178199999,119476764.61410,56528,2065.913,60094106.50920,0
2023-05-04 05:30:00,29106.60,29220.00,29103.00,29191.00,11810.816,1683179999999,344421297.85760,125465,6560.371,191321145.71640,0
2023-05-04 06:00:00,29190.90,29228.10,29085.60,29110.10,7924.767,1683181799999,230960127.21610,97106,3717.930,108369644.80740,0
2023-05-04 06:30:00,29110.10,29172.10,29076.10,29149.30,4523.846,1683183599999,131776901.64010,63290,2351.793,68510102.37980,0
2023-05-04 07:00:00,29149.20,29168.30,29064.70,29085.40,5748.959,1683185399999,167356523.59990,75344,2421.865,70504336.71030,0
2023-05-04 07:30:00,29085.40,29110.00,29022.40,29048.60,7565.393,1683187199999,219870599.36540,98128,3767.405,109504701.91460,0
2023-05-04 08:00:00,29048.70,29078.00,28967.40,29068.30,9191.276,1683188999999,266737807.34350,92753,4349.528,126244639.14960,0
2023-05-04 08:30:00,29068.40,29096.50,29014.70,29076.80,4832.715,1683190799999,140462521.68810,65670,2511.224,72997150.68090,0
2023-05-04 09:00:00,29076.80,29105.00,29021.20,29044.00,4428.310,1683192599999,128701538.57690,56053,2063.811,59989477.42070,0
2023-05-04 09:30:00,29043.90,29081.00,29031.50,29079.50,3514.774,1683194399999,102122818.71180,43875,1902.730,55287520.86930,0
2023-05-04 10:00:00,29079.50,29190.00,29053.80,29156.50,8776.278,1683196199999,255623859.95920,97667,4911.213,143062895.34320,0
2023-05-04 10:30:00,29156.50,29380.00,29145.00,29234.60,30475.790,1683197999999,892039877.06033,270129,16675.938,488169153.99693,0
2023-05-04 11:00:00,29234.60,29255.10,29165.70,29171.50,7634.327,1683199799999,222968138.29250,102442,3509.203,102494620.41700,0
2023-05-04 11:30:00,29171.50,29200.00,29100.00,29145.00,9236.253,1683201599999,269201380.81012,104731,4193.589,122241154.61960,0
